X,Y,fid,TIPO,icon_url
-110.2320826758,23.4539412054518,"120",Parque,./4.png
-110.360047268362,24.0346123251067,"121",Cancha Deportiva,
-110.276143394096,24.1476426073665,"122",Parque,./4.png
-110.287139538723,24.1514999590956,"123",Parque,./4.png
-110.687639858126,24.3730695888129,"124",Parque,./4.png
-110.326344574443,24.11561869823,"125",Parque,./4.png
-109.936152212188,23.9657068234925,"126",Parque,./4.png
-110.313407375471,23.7853617581163,"127",Parque,./4.png
-110.316809942444,24.1189508769837,"128",Parque,./4.png
-110.320810783922,24.1294249560477,"129",Parque,./4.png
-110.321909905028,24.1281294649282,"130",Parque,./4.png
-110.278793153374,24.1542892069623,"131",Parque,./4.png
-110.279460776471,24.1404435733104,"132",Parque,./4.png
-110.285541827521,24.1373113183876,"133",Parque,./4.png
-110.301528712462,24.16429727642,"134",Parque,./4.png
-110.305583818981,24.1720620418386,"135",Parque,./4.png
-110.295975962955,24.1406518995029,"136",Parque,./4.png
-110.32438356618,24.1419157224148,"137",Parque,./4.png
-110.325492231095,24.1353981112935,"138",Parque,./4.png
-110.314687728892,24.0513171571719,"139",Parque,./4.png
-110.30259287237,24.0816223461235,"140",Parque,./4.png
-110.297556767233,24.0553289852966,"141",Parque,./4.png
-110.321405996485,24.0906206884799,"142",Parque,./4.png
-110.315818645885,24.1331870307186,"143",Parque,./4.png
-110.314068251926,24.1198421559845,"144",Parque,./4.png
-110.324782776941,24.1141759234644,"145",Parque,./4.png
-110.32057018531,24.1143358282361,"146",Parque,./4.png
-110.312835444397,24.117766025265,"147",Cancha de Basquetbol Fovissste,
-110.332171699873,24.1394018199923,"148",Cancha,
-110.333985588145,24.1376095088896,"149",Parque,./4.png
-110.26265117021,24.152244710141,"150",Parque,./4.png
-110.333520509952,24.117176617462,"151",Parque,./4.png
-110.420640019997,23.6605468579815,"152",Parque,./4.png
-110.107815031607,23.8037265265786,"153",Parque,./4.png
-110.316305560545,23.8090543024847,"154",Parque,./4.png
-110.057517190617,23.8069066323617,"155",Parque,./4.png
-110.167514171308,23.3643084945089,"156",Parque,./4.png
-109.699234387326,23.679570529901,"157",Parque,./4.png
-110.372356654345,24.100704938077,"158",Cancha,
-110.413260237109,24.1021959229506,"159",Parque,./4.png
-110.225650998675,23.450606253069,"160",Parque,./4.png
