X,Y,fid,TIPO,icon_url
-109.677229,23.544815,"658",PREESCOLAR,
-110.316743,24.083593,"659",PRIMARIA,
-111.920156,25.494117,"660",SECUNDARIA,
-113.223243,27.35047,"661",PREESCOLAR,
-109.718439,23.081499,"662",SECUNDARIA,
-109.718439,23.081499,"663",SECUNDARIA,
-111.543,25.8619,"664",INICIAL GENERAL,
-111.291905,24.909138,"665",SECUNDARIA,
-111.670278,25.032222,"666",INICIAL GENERAL,
-112.158425,27.159647,"667",PRIMARIA,
-112.222371,27.220578,"668",PRIMARIA,
-110.012218,23.221988,"669",PRIMARIA,
-109.932981,22.892009,"670",PRIMARIA,
-110.080291,23.171808,"671",PRIMARIA,
-109.698944,23.061089,"672",PREESCOLAR,
-114.297112,27.140625,"673",PRIMARIA,
-109.716183,23.479135,"674",PREESCOLAR,
-110.285193,24.135645,"675",PREESCOLAR,
-110.69659,24.703125,"676",PRIMARIA,
-109.715041,23.118835,"677",PREESCOLAR,
-111.825458,25.114033,"678",PREESCOLAR,
-109.699299,23.057026,"679",PRIMARIA,
-110.327542,24.092983,"680",PREESCOLAR,
-113.374935,27.641836,"681",PREESCOLAR,
-109.935183,22.931526,"682",PREESCOLAR,
-113.389023,27.643899,"683",PREESCOLAR,
-113.782298,27.882593,"684",PREESCOLAR,
-113.45246,27.612629,"685",SECUNDARIA,
-113.405411,27.643425,"686",INICIAL GENERAL,
-112.900298,27.300078,"687",PREESCOLAR,
-109.911104,22.890463,"688",PREESCOLAR,
-112.479968,26.257315,"689",PREESCOLAR,
-112.091,24.8303,"690",INICIAL GENERAL,
-109.92273,22.951721,"691",PRIMARIA,
-111.483791,24.552461,"692",PRIMARIA,
-111.630115,25.021285,"693",SECUNDARIA,
-110.313005,24.057349,"694",SECUNDARIA,
-109.923769,22.946791,"695",PRIMARIA,
-109.94067,22.892072,"696",PRIMARIA,
-110.266016,24.159472,"697",PRIMARIA,
-111.981524,26.893937,"698",PRIMARIA,
-109.707254,23.061955,"699",PRIMARIA,
-110.157,23.3788,"700",PRIMARIA,
-111.2132,24.304896,"701",INICIAL GENERAL,
-113.389782,27.643853,"702",PRIMARIA,
-112.084672,27.030549,"703",PRIMARIA,
-110.321946,24.125163,"704",PRIMARIA,
-109.936349,22.933721,"705",PRIMARIA,
-109.994622,24.082861,"706",PRIMARIA,
-110.42,23.6596,"707",PRIMARIA,
-110.312014,24.145934,"708",PREESCOLAR,
-112.222856,27.222676,"709",PREESCOLAR,
-110.331451,24.138662,"710",PREESCOLAR,
-111.775728,25.263911,"711",PREESCOLAR,
-111.629011,25.021612,"712",PREESCOLAR,
-109.699243,23.678993,"713",PRIMARIA,
-110.26315,23.925696,"714",PREESCOLAR,
-112.479841,26.257318,"715",SECUNDARIA,
-113.358595,27.59157,"716",INICIAL GENERAL,
-113.378498,27.642474,"717",PRIMARIA,
-110.225731,23.438536,"718",PREESCOLAR,
-110.310748,23.784441,"719",SECUNDARIA,
-110.690931,24.371561,"720",SECUNDARIA,
-111.548,26.5446,"721",PRIMARIA,
-109.729904,23.105137,"722",SECUNDARIA,
-109.729904,23.105137,"723",SECUNDARIA,
-110.328781,24.131833,"724",PREESCOLAR,
-110.316743,24.083593,"725",PRIMARIA,
-111.351256,26.006926,"726",PREESCOLAR,
-110.323162,24.114777,"727",PREESCOLAR,
-109.775491,23.367017,"728",PREESCOLAR,
-110.343581,24.135902,"729",PREESCOLAR,
-110.373131,24.101742,"730",PREESCOLAR,
-109.429208,23.438026,"731",INICIAL GENERAL,
-110.301522,24.151525,"732",PRIMARIA,
-111.563121,25.251607,"733",PRIMARIA,
-109.942471,22.937217,"734",PREESCOLAR,
-111.544509,25.863856,"735",PRIMARIA,
-110.218437,23.447173,"736",PRIMARIA,
-113.979278,26.987945,"737",PRIMARIA,
-112.223143,27.222422,"738",SECUNDARIA,
-109.996492,24.082125,"739",PREESCOLAR,
-114.046363,27.968892,"740",PREESCOLAR,
-110.942682,24.611735,"741",INICIAL GENERAL,
-109.70914,23.132359,"742",PRIMARIA,
-112.272768,27.333743,"743",SECUNDARIA,
-110.326699,24.087997,"744",SECUNDARIA,
-110.326699,24.087997,"745",SECUNDARIA,
-109.94025,22.925208,"746",SECUNDARIA,
-109.94025,22.925208,"747",SECUNDARIA,
-109.714919,23.091741,"748",PREESCOLAR,
-109.925204,22.930405,"749",PRIMARIA,
-110.325053,24.100249,"750",PRIMARIA,
-109.728315,23.123646,"751",PREESCOLAR,
-110.137,24.0338,"752",PRIMARIA,
-115.168336,27.853737,"753",SECUNDARIA,
-110.291878,24.148435,"754",PREESCOLAR,
-112.085,24.8215,"755",INICIAL GENERAL,
-110.012218,23.221988,"756",INICIAL GENERAL,
-109.707129,23.146846,"757",PREESCOLAR,
-111.35007,26.022374,"758",PRIMARIA,
-109.729521,23.463115,"759",PRIMARIA,
-111.833,25.0014,"760",INICIAL GENERAL,
-109.718114,23.118519,"761",PRIMARIA,
-110.313103,24.114316,"762",PREESCOLAR,
-111.651252,25.033327,"763",PRIMARIA,
-110.424034,23.659998,"764",PREESCOLAR,
-109.707254,23.061955,"765",PRIMARIA,
-109.695281,23.055094,"766",SECUNDARIA,
-109.695281,23.055094,"767",SECUNDARIA,
-109.940458,22.92487,"768",PRIMARIA,
-110.824592,24.003804,"769",PRIMARIA,
-111.465574,24.591608,"770",SECUNDARIA,
-110.316293,24.146952,"771",PRIMARIA,
-109.709729,23.116524,"772",PRIMARIA,
-110.942682,24.611735,"773",PRIMARIA,
-109.919472,22.897738,"774",PREESCOLAR,
-110.854073,25.021967,"775",INICIAL GENERAL,
-109.716465,23.069609,"776",PRIMARIA,
-109.713188,23.091282,"777",PRIMARIA,
-110.30633,24.096194,"778",PRIMARIA,
-111.356401,26.02207,"779",PREESCOLAR,
-109.686059,23.075054,"780",PRIMARIA,
-114.027223,27.975608,"781",PRIMARIA,
-111.647774,25.041746,"782",PREESCOLAR,
-110.095105,23.046454,"783",SECUNDARIA,
-109.942867,22.937321,"784",PRIMARIA,
-110.32697,24.149655,"785",PRIMARIA,
-110.854,25.022,"786",PRIMARIA,
-111.848,24.5045,"787",INICIAL GENERAL,
-111.651116,25.038506,"788",SECUNDARIA,
-111.651116,25.038506,"789",SECUNDARIA,
-110.325675,24.100064,"790",PREESCOLAR,
-110.095105,23.046454,"791",INICIAL GENERAL,
-110.30512,24.169345,"792",PRIMARIA,
-110.332608,24.116521,"793",PREESCOLAR,
-109.728387,23.107232,"794",PREESCOLAR,
-110.312296,23.785249,"795",PREESCOLAR,
-112.07364,26.188488,"796",PRIMARIA,
-109.95779,22.907458,"797",PREESCOLAR,
-113.12566,27.686675,"798",PRIMARIA,
-110.169925,23.37294,"799",PREESCOLAR,
-109.753528,23.361922,"800",PRIMARIA,
-109.942867,22.937321,"801",PRIMARIA,
-113.146589,26.823068,"802",SECUNDARIA,
-109.727797,23.107298,"803",PRIMARIA,
-111.658727,25.034981,"804",PRIMARIA,
-110.306782,24.095961,"805",PREESCOLAR,
-112.261295,27.331263,"806",PREESCOLAR,
-113.057774,26.606314,"807",INICIAL GENERAL,
-111.45035,25.752435,"808",PRIMARIA,
-110.323421,24.148869,"809",PRIMARIA,
-109.669547,23.068288,"810",SECUNDARIA,
-109.92273,22.951721,"811",PRIMARIA,
-113.418955,27.644182,"812",SECUNDARIA,
-111.094,24.5774,"813",PRIMARIA,
-112.273492,27.334071,"814",PREESCOLAR,
-111.933112,25.146774,"815",INICIAL GENERAL,
-112.104186,25.194693,"816",PREESCOLAR,
-110.167732,23.364538,"817",PRIMARIA,
-112.271819,27.335883,"818",PRIMARIA,
-112.707493,27.362471,"819",PRIMARIA,
-110.273402,23.775366,"820",PRIMARIA,
-110.303341,24.153893,"821",SECUNDARIA,
-110.303341,24.153893,"822",SECUNDARIA,
-111.64851,25.033476,"823",PREESCOLAR,
-112.116846,25.192462,"824",PRIMARIA,
-109.704343,23.151206,"825",PRIMARIA,
-110.824167,24.004167,"826",INICIAL GENERAL,
-110.323756,24.154917,"827",PREESCOLAR,
-112.987913,27.666374,"828",PRIMARIA,
-113.39627,27.539654,"829",PRIMARIA,
-111.667615,25.025936,"830",SECUNDARIA,
-111.67592,25.032938,"831",PRIMARIA,
-111.776763,25.262782,"832",PRIMARIA,
-110.332811,24.130526,"833",PRIMARIA,
-109.935183,22.931526,"834",PREESCOLAR,
-114.034169,27.970077,"835",SECUNDARIA,
-110.02506,23.074038,"836",SECUNDARIA,
-111.899,25.4273,"837",INICIAL GENERAL,
-111.106652,24.394051,"838",PREESCOLAR,
-110.080291,23.171808,"839",INICIAL GENERAL,
-109.777385,23.372036,"840",SECUNDARIA,
-113.552388,27.572136,"841",PREESCOLAR,
-109.728506,23.0974,"842",PREESCOLAR,
-113.708385,26.802791,"843",PRIMARIA,
-111.45035,25.752435,"844",INICIAL GENERAL,
-109.690035,23.136997,"845",PRIMARIA,
-110.420056,23.659748,"846",PRIMARIA,
-114.050289,27.976131,"847",PREESCOLAR,
-109.718699,23.105222,"848",PREESCOLAR,
-111.106111,24.394662,"849",SECUNDARIA,
-109.72651,23.094729,"850",PREESCOLAR,
-112.158896,27.160269,"851",SECUNDARIA,
-109.9024,23.979962,"852",PRIMARIA,
-110.266938,23.661113,"853",SECUNDARIA,
-111.026062,24.899111,"854",SECUNDARIA,
-110.340776,24.14053,"855",SECUNDARIA,
-114.896851,27.689425,"856",PREESCOLAR,
-111.484461,25.757312,"857",PRIMARIA,
-113.405411,27.643425,"858",PRIMARIA,
