X,Y,fid,CLAVE,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,POBTOT,Clasifica,POBFEM,POBMAS,POB0_14,POB15_64,POB65_MAS,VIVTOT,CVEGEO_L,Pob_001,FID_1,Shape__,CLAVE_1,ENTIDAD_1,NOM_ENT_1,MUN_1,NOM_MUN_1,LOC_1,NOM_LOC_1,POBTOT_1,Clasific_1,POBFEM_1,POBMAS_1,POB0_14_15,POB15_6_65,POB65_MA_1,VIVTOT_1,CVEGEO_L_1,Pob_0012,Tipo_A,REGION,Sistema_C,UGA,LATITUD,LONGITUD,icon_url
-110.393030250146,24.0919477200113,"1",30032132,3,Baja California Sur,"003",La Paz,"2132",El Arroyo del Gato,"9","5","4","5","2","6","1","5","30032132","9",0,Point ZM,30032132,3,Baja California Sur,3,La Paz,2132,El Arroyo del Gato,9,5,4,5,2,6,1,5,30032132,9,Rancho,2,,41,24.09194772,-110.39303025,./0.png
-109.70163910626,23.7106592032597,"2",30031406,3,Baja California Sur,"003",La Paz,"1406",El Bledito,"1","5",*,*,*,*,*,"2","30031406","1",1,Point ZM,30031406,3,Baja California Sur,3,La Paz,1406,El Bledito,1,5,0,0,0,0,0,2,30031406,1,Rancho,3,,31,23.7106592033,-109.701639106,./0.png
-110.153150737117,23.3569411224349,"3",30030247,3,Baja California Sur,"003",La Paz,"0247",El Cebú,"1","5",*,*,*,*,*,"1","30030247","1",2,Point ZM,30030247,3,Baja California Sur,3,La Paz,247,El Cebú,1,5,0,0,0,0,0,1,30030247,1,Rancho,13,,32,23.3569411224,-110.153150737,./0.png
-109.701872895817,23.0800323928807,"4",30081440,3,Baja California Sur,"008",Los Cabos,"1440",El Oasis,"2","5",*,*,*,*,*,"1","30081440","2",3,Point ZM,30081440,3,Baja California Sur,8,Los Cabos,1440,El Oasis,2,5,0,0,0,0,0,1,30081440,2,Rancho,17,,36,23.0800323929,-109.701872896,./0.png
-109.697651925996,23.0671890803118,"5",30080897,3,Baja California Sur,"008",Los Cabos,"0897",El Pozo de Arámburo,"2","5",*,*,*,*,*,"1","30080897","2",4,Point ZM,30080897,3,Baja California Sur,8,Los Cabos,897,El Pozo de Arámburo,2,5,0,0,0,0,0,1,30080897,2,Rancho,17,,36,23.0671890803,-109.697651926,./0.png
-110.311241510088,24.0630310466456,"6",30032143,3,Baja California Sur,"003",La Paz,"2143",El Scirocco,"1","5",*,*,*,*,*,"1","30032143","1",5,Point ZM,30032143,3,Baja California Sur,3,La Paz,2143,El Scirocco,1,5,0,0,0,0,0,1,30032143,1,Rancho,2,,41,24.0630310466,-110.31124151,./0.png
-110.231574015329,23.4710766769471,"7",30032911,3,Baja California Sur,"003",La Paz,"2911",El Vuelo del Águila,"4","5",*,*,*,*,*,"1","30032911","4",6,Point ZM,30032911,3,Baja California Sur,3,La Paz,2911,El Vuelo del Águila,4,5,0,0,0,0,0,1,30032911,4,Rancho,13,,32,23.4710766769,-110.231574015,./0.png
-110.178904046085,23.3747319832945,"8",30032767,3,Baja California Sur,"003",La Paz,"2767",Felipes [Restaurante],"41","4","20","21","9","27","5","13","30032767","41",7,Point ZM,30032767,3,Baja California Sur,3,La Paz,2767,Felipes [Restaurante],41,4,20,21,9,27,5,13,30032767,41,Comunidad,13,,32,23.3747319833,-110.178904046,./1.png
-110.202045264278,23.5057520349285,"9",30032574,3,Baja California Sur,"003",La Paz,"2574",Kilómetro 44,"9","5","5","4","3","6","0","3","30032574","9",8,Point ZM,30032574,3,Baja California Sur,3,La Paz,2574,Kilómetro 44,9,5,5,4,3,6,0,3,30032574,9,Rancho,13,,32,23.5057520349,-110.202045264,./0.png
-110.216539909289,23.4677241788278,"10",30033165,3,Baja California Sur,"003",La Paz,"3165",Kilómetro 80,"4","5",*,*,*,*,*,"2","30033165","4",9,Point ZM,30033165,3,Baja California Sur,3,La Paz,3165,Kilómetro 80,4,5,0,0,0,0,0,2,30033165,4,Rancho,13,,32,23.4677241788,-110.216539909,./0.png
-110.20575613144,23.4944140525665,"11",30032568,3,Baja California Sur,"003",La Paz,"2568",La Joya del Mar [Empacadora],"40","4","18","22","8","30","2","9","30032568","40",10,Point ZM,30032568,3,Baja California Sur,3,La Paz,2568,La Joya del Mar [Empacadora],40,4,18,22,8,30,2,9,30032568,40,Comunidad,13,,32,23.4944140526,-110.205756131,./1.png
-109.952946087792,22.9239884975712,"12",30081359,3,Baja California Sur,"008",Los Cabos,"1359",Los Ramírez,"18","5","7","11","1","17","0","6","30081359","18",11,Point ZM,30081359,3,Baja California Sur,8,Los Cabos,1359,Los Ramírez,18,5,7,11,1,17,0,6,30081359,18,Rancho,17,,40,22.9239884976,-109.952946088,./0.png
-110.208423202269,23.4917398033492,"13",30033182,3,Baja California Sur,"003",La Paz,"3182",Rancho Teresita,"2","5",*,*,*,*,*,"1","30033182","2",12,Point ZM,30033182,3,Baja California Sur,3,La Paz,3182,Rancho Teresita,2,5,0,0,0,0,0,1,30033182,2,Rancho,13,,32,23.4917398033,-110.208423202,./0.png
-110.204296388767,23.4997427776071,"14",30033185,3,Baja California Sur,"003",La Paz,"3185",San Antonio (Kilómetro 45),"1","5",*,*,*,*,*,"3","30033185","1",13,Point ZM,30033185,3,Baja California Sur,3,La Paz,3185,San Antonio (Kilómetro 45),1,5,0,0,0,0,0,3,30033185,1,Rancho,13,,32,23.4997427776,-110.204296389,./0.png
-110.214733191084,23.4747214934022,"15",30032573,3,Baja California Sur,"003",La Paz,"2573",San Miguel el Grande,"22","4",*,*,*,*,*,"2","30032573","22",14,Point ZM,30032573,3,Baja California Sur,3,La Paz,2573,San Miguel el Grande,22,4,0,0,0,0,0,2,30032573,22,Comunidad,13,,32,23.4747214934,-110.214733191,./1.png
-109.690256264815,23.143984945349,"16",30080271,3,Baja California Sur,"008",Los Cabos,"0271",Santa Catarina,"651","4","291","360","137","443","71","204","30080271","651",15,Point ZM,30080271,3,Baja California Sur,8,Los Cabos,271,Santa Catarina,651,4,291,360,137,443,71,204,30080271,651,Comunidad,17,,36,23.1439849453,-109.690256265,./1.png
-109.700518289288,23.0796133312903,"17",30080962,3,Baja California Sur,"008",Los Cabos,"0962",Tropical [Vivero],"6","5",*,*,*,*,*,"1","30080962","6",16,Point ZM,30080962,3,Baja California Sur,8,Los Cabos,962,Tropical [Vivero],6,5,0,0,0,0,0,1,30080962,6,Rancho,17,,36,23.0796133313,-109.700518289,./0.png
-109.707915832749,23.1686730559169,"18",30080630,3,Baja California Sur,"008",Los Cabos,"0630",Agua Verde,"22","4","9","13","7","14","1","6","30080630","22",17,Point ZM,30080630,3,Baja California Sur,8,Los Cabos,630,Agua Verde,22,4,9,13,7,14,1,6,30080630,22,Comunidad,17,,36,23.1686730559,-109.707915833,./1.png
-113.584501779434,27.5448809437007,"19",30020594,3,Baja California Sur,"002",Mulegé,"0594",El Coyote,"1","5",*,*,*,*,*,"2","30020594","1",18,Point ZM,30020594,3,Baja California Sur,2,Mulegé,594,El Coyote,1,5,0,0,0,0,0,2,30020594,1,Rancho,16,,1,27.5448809437,-113.584501779,./0.png
-110.216826361347,23.4654342602829,"20",30033167,3,Baja California Sur,"003",La Paz,"3167",La Huerta,"2","5",*,*,*,*,*,"1","30033167","2",19,Point ZM,30033167,3,Baja California Sur,3,La Paz,3167,La Huerta,2,5,0,0,0,0,0,1,30033167,2,Rancho,13,,32,23.4654342603,-110.216826361,./0.png
-112.11061361063,25.1929061109283,"21",30010003,3,Baja California Sur,"001",Comondú,"0003",Puerto Adolfo López Mateos,"2227","3","1106","1121","542","1459","226","825","30010003","2227",20,Point ZM,30010003,3,Baja California Sur,1,Comondú,3,Puerto Adolfo López Mateos,2227,3,1106,1121,542,1459,226,825,30010003,2227,Pueblo,1,Localidad sustentable,13,25.1929061109,-112.110613611,./2.png
-111.506366943879,25.3853555555146,"22",30010020,3,Baja California Sur,"001",Comondú,"0020",Andachires,"1","5",*,*,*,*,*,"1","30010020","1",21,Point ZM,30010020,3,Baja California Sur,1,Comondú,20,Andachires,1,5,0,0,0,0,0,1,30010020,1,Rancho,7,,13,25.3853555555,-111.506366944,./0.png
-112.139873610978,24.6344516664113,"23",30010027,3,Baja California Sur,"001",Comondú,"0027",Puerto Magdalena,"55","4","20","35","5","46","4","59","30010027","55",22,Point ZM,30010027,3,Baja California Sur,1,Comondú,27,Puerto Magdalena,55,4,20,35,5,46,4,59,30010027,55,Comunidad,1,,0,24.6344516664,-112.139873611,./1.png
-111.356685000213,25.1420983336712,"24",30010031,3,Baja California Sur,"001",Comondú,"0031",Batequitos,"14","5","6","8","1","7","6","6","30010031","14",23,Point ZM,30010031,3,Baja California Sur,1,Comondú,31,Batequitos,14,5,6,8,1,7,6,6,30010031,14,Rancho,7,,15,25.1420983337,-111.356685,./0.png
-111.825949443412,25.1162255551653,"25",30010035,3,Baja California Sur,"001",Comondú,"0035",Benito Juárez,"918","4","457","461","235","593","90","326","30010035","918",24,Point ZM,30010035,3,Baja California Sur,1,Comondú,35,Benito Juárez,918,4,457,461,235,593,90,326,30010035,918,Comunidad,5,,15,25.1162255552,-111.825949443,./1.png
-111.182640833308,24.9396163886855,"26",30010042,3,Baja California Sur,"001",Comondú,"0042",Buenos Aires,"4","5",*,*,*,*,*,"1","30010042","4",25,Point ZM,30010042,3,Baja California Sur,1,Comondú,42,Buenos Aires,4,5,0,0,0,0,0,1,30010042,4,Rancho,7,,15,24.9396163887,-111.182640833,./0.png
-112.512361944048,26.377905278306,"27",30010045,3,Baja California Sur,"001",Comondú,"0045",Cadejé,"12","5","7","5","2","5","5","34","30010045","12",26,Point ZM,30010045,3,Baja California Sur,1,Comondú,45,Cadejé,12,5,7,5,2,5,5,34,30010045,12,Rancho,8,,5,26.3779052783,-112.512361944,./0.png
-111.488947777318,25.4284280552106,"28",30010046,3,Baja California Sur,"001",Comondú,"0046",La Calabaza,"4","5",*,*,*,*,*,"2","30010046","4",27,Point ZM,30010046,3,Baja California Sur,1,Comondú,46,La Calabaza,4,5,0,0,0,0,0,2,30010046,4,Rancho,7,,13,25.4284280552,-111.488947777,./0.png
-111.966958056369,26.3230441666549,"29",30010047,3,Baja California Sur,"001",Comondú,"0047",Calejú,"2","5",*,*,*,*,*,"1","30010047","2",28,Point ZM,30010047,3,Baja California Sur,1,Comondú,47,Calejú,2,5,0,0,0,0,0,1,30010047,2,Rancho,10,,7,26.3230441667,-111.966958056,./0.png
-112.197419722342,26.0021622223088,"30",30010049,3,Baja California Sur,"001",Comondú,"0049",Las Barrancas,"539","4","268","271","149","340","50","188","30010049","539",29,Point ZM,30010049,3,Baja California Sur,1,Comondú,49,Las Barrancas,539,4,268,271,149,340,50,188,30010049,539,Comunidad,10,,9,26.0021622223,-112.197419722,./1.png
-111.816734166848,25.6275666670681,"31",30010050,3,Baja California Sur,"001",Comondú,"0050",El Canelo,"2","5",*,*,*,*,*,"1","30010050","2",30,Point ZM,30010050,3,Baja California Sur,1,Comondú,50,El Canelo,2,5,0,0,0,0,0,1,30010050,2,Rancho,5,,13,25.6275666671,-111.816734167,./0.png
-111.414695832647,25.2540302775753,"32",30010052,3,Baja California Sur,"001",Comondú,"0052",El Cantil,"2","5",*,*,*,*,*,"3","30010052","2",31,Point ZM,30010052,3,Baja California Sur,1,Comondú,52,El Cantil,2,5,0,0,0,0,0,3,30010052,2,Rancho,7,,15,25.2540302776,-111.414695833,./0.png
-112.020674167379,26.2159750000463,"33",30010055,3,Baja California Sur,"001",Comondú,"0055",Carambuche,"95","4","48","47","14","57","24","69","30010055","95",32,Point ZM,30010055,3,Baja California Sur,1,Comondú,55,Carambuche,95,4,48,47,14,57,24,69,30010055,95,Comunidad,10,,7,26.215975,-112.020674167,./1.png
-111.59355333302,24.9091105557076,"34",30010068,3,Baja California Sur,"001",Comondú,"0068",Coahuila Lote 11,"2","5",*,*,*,*,*,"1","30010068","2",33,Point ZM,30010068,3,Baja California Sur,1,Comondú,68,Coahuila Lote 11,2,5,0,0,0,0,0,1,30010068,2,Rancho,5,,18,24.9091105557,-111.593553333,./0.png
-112.450811111144,26.3907411112133,"35",30010105,3,Baja California Sur,"001",Comondú,"0105",La Escondida,"1","5",*,*,*,*,*,"1","30010105","1",34,Point ZM,30010105,3,Baja California Sur,1,Comondú,105,La Escondida,1,5,0,0,0,0,0,1,30010105,1,Rancho,8,,5,26.3907411112,-112.450811111,./0.png
-112.028616388835,25.803033888803,"36",30010112,3,Baja California Sur,"001",Comondú,"0112",Francisco Villa,"38","4","21","17","12","19","7","22","30010112","38",35,Point ZM,30010112,3,Baja California Sur,1,Comondú,112,Francisco Villa,38,4,21,17,12,19,7,22,30010112,38,Comunidad,10,,7,25.8030338888,-112.028616389,./1.png
-111.428472778196,25.331114444576,"37",30010137,3,Baja California Sur,"001",Comondú,"0137",Jesús María,"18","5","8","10","2","13","3","8","30010137","18",36,Point ZM,30010137,3,Baja California Sur,1,Comondú,137,Jesús María,18,5,8,10,2,13,3,8,30010137,18,Rancho,7,,13,25.3311144446,-111.428472778,./0.png
-111.856599722799,26.3178633333262,"38",30010153,3,Baja California Sur,"001",Comondú,"0153",La Lomboyosa,"3","5",*,*,*,*,*,"2","30010153","3",37,Point ZM,30010153,3,Baja California Sur,1,Comondú,153,La Lomboyosa,3,5,0,0,0,0,0,2,30010153,3,Rancho,10,,7,26.3178633333,-111.856599723,./0.png
-111.683124722428,24.9202011111924,"39",30010159,3,Baja California Sur,"001",Comondú,"0159",Magisterial Lote 611-2,"1","5",*,*,*,*,*,"1","30010159","1",38,Point ZM,30010159,3,Baja California Sur,1,Comondú,159,Magisterial Lote 611-2,1,5,0,0,0,0,0,1,30010159,1,Rancho,5,,18,24.9202011112,-111.683124722,./0.png
-111.900554443932,25.4274552783384,"40",30010162,3,Baja California Sur,"001",Comondú,"0162",María Auxiliadora,"130","4","58","72","32","79","19","58","30010162","130",39,Point ZM,30010162,3,Baja California Sur,1,Comondú,162,María Auxiliadora,130,4,58,72,32,79,19,58,30010162,130,Comunidad,5,,13,25.4274552783,-111.900554444,./1.png
-111.341973332603,24.9655866671909,"41",30010181,3,Baja California Sur,"001",Comondú,"0181",El Ojo de Agua,"10","5","5","5","2","7","1","4","30010181","10",40,Point ZM,30010181,3,Baja California Sur,1,Comondú,181,El Ojo de Agua,10,5,5,5,2,7,1,4,30010181,10,Rancho,7,,15,24.9655866672,-111.341973333,./0.png
-111.977634443475,26.3296202774539,"42",30010182,3,Baja California Sur,"001",Comondú,"0182",El Ojo de Agua,"3","5",*,*,*,*,*,"1","30010182","3",41,Point ZM,30010182,3,Baja California Sur,1,Comondú,182,El Ojo de Agua,3,5,0,0,0,0,0,1,30010182,3,Rancho,10,,7,26.3296202775,-111.977634443,./0.png
-111.921410555852,26.358505555487,"43",30010183,3,Baja California Sur,"001",Comondú,"0183",El Duguajal,"2","5",*,*,*,*,*,"1","30010183","2",42,Point ZM,30010183,3,Baja California Sur,1,Comondú,183,El Duguajal,2,5,0,0,0,0,0,1,30010183,2,Rancho,10,,7,26.3585055555,-111.921410556,./0.png
-111.642298888383,25.0671216667316,"44",30010193,3,Baja California Sur,"001",Comondú,"0193",Palo Bola,"342","2","153","189","99","203","40","112","30010193","342",43,Point ZM,30010193,3,Baja California Sur,1,Comondú,193,Palo Bola,342,2,153,189,99,203,40,112,30010193,342,Asentamientos periurbanos,5,,51,25.0671216667,-111.642298888,./3.png
-112.172857499774,26.3472991664234,"45",30010200,3,Baja California Sur,"001",Comondú,"0200",Paso Hondo,"19","5","9","10","1","10","8","15","30010200","19",44,Point ZM,30010200,3,Baja California Sur,1,Comondú,200,Paso Hondo,19,5,9,10,1,10,8,15,30010200,19,Rancho,10,,6,26.3472991664,-112.1728575,./0.png
-111.734585000098,24.969081667385,"46",30010201,3,Baja California Sur,"001",Comondú,"0201",Llano los Patitos Lote 3,"4","5",*,*,*,*,*,"1","30010201","4",45,Point ZM,30010201,3,Baja California Sur,1,Comondú,201,Llano los Patitos Lote 3,4,5,0,0,0,0,0,1,30010201,4,Rancho,5,,18,24.9690816674,-111.734585,./0.png
-111.252435556256,25.3719444442808,"47",30010206,3,Baja California Sur,"001",Comondú,"0206",La Petaca,"5","5",*,*,*,*,*,"2","30010206","5",46,Point ZM,30010206,3,Baja California Sur,1,Comondú,206,La Petaca,5,5,0,0,0,0,0,2,30010206,5,Rancho,7,,15,25.3719444443,-111.252435556,./0.png
-112.026685278203,25.7683816667806,"48",30010224,3,Baja California Sur,"001",Comondú,"0224",La Poza Grande,"470","4","221","249","117","292","61","189","30010224","470",47,Point ZM,30010224,3,Baja California Sur,1,Comondú,224,La Poza Grande,470,4,221,249,117,292,61,189,30010224,470,Comunidad,10,,13,25.7683816668,-112.026685278,./1.png
-111.846523611575,24.5047022219301,"49",30010241,3,Baja California Sur,"001",Comondú,"0241",Puerto Alcatraz,"154","4","78","76","31","109","14","84","30010241","154",48,Point ZM,30010241,3,Baja California Sur,1,Comondú,241,Puerto Alcatraz,154,4,78,76,31,109,14,84,30010241,154,Comunidad,1,,0,24.5047022219,-111.846523612,./1.png
-111.821641388639,24.477861944673,"50",30010242,3,Baja California Sur,"001",Comondú,"0242",Puerto Cortés,"40","4",*,*,*,*,*,"6","30010242","40",49,Point ZM,30010242,3,Baja California Sur,1,Comondú,242,Puerto Cortés,40,4,0,0,0,0,0,6,30010242,40,Comunidad,1,,0,24.4778619447,-111.821641389,./1.png
-112.074160555565,26.1882863887059,"51",30010244,3,Baja California Sur,"001",Comondú,"0244",La Purísima,"365","3","168","197","52","236","77","207","30010244","365",50,Point ZM,30010244,3,Baja California Sur,1,Comondú,244,La Purísima,365,3,168,197,52,236,77,207,30010244,365,Pueblo,10,Comunidad Sustentable,7,26.1882863887,-112.074160556,./2.png
-111.322919166187,25.3231813890099,"52",30010245,3,Baja California Sur,"001",Comondú,"0245",San Dionisio Quepo,"4","5",*,*,*,*,*,"1","30010245","4",51,Point ZM,30010245,3,Baja California Sur,1,Comondú,245,San Dionisio Quepo,4,5,0,0,0,0,0,1,30010245,4,Rancho,7,,15,25.323181389,-111.322919166,./0.png
-111.208810000481,25.3925233329855,"53",30010253,3,Baja California Sur,"001",Comondú,"0253",Rancho Nuevo,"6","5",*,*,*,*,*,"2","30010253","6",52,Point ZM,30010253,3,Baja California Sur,1,Comondú,253,Rancho Nuevo,6,5,0,0,0,0,0,2,30010253,6,Rancho,7,,15,25.392523333,-111.20881,./0.png
-111.279881944196,25.213171111058,"54",30010254,3,Baja California Sur,"001",Comondú,"0254",Rancho Nuevo,"3","5",*,*,*,*,*,"1","30010254","3",53,Point ZM,30010254,3,Baja California Sur,1,Comondú,254,Rancho Nuevo,3,5,0,0,0,0,0,1,30010254,3,Rancho,7,,15,25.2131711111,-111.279881944,./0.png
-111.956564166103,25.1226844447313,"55",30010266,3,Baja California Sur,"001",Comondú,"0266",Ramaditas,"143","4","73","70","20","94","29","72","30010266","143",54,Point ZM,30010266,3,Baja California Sur,1,Comondú,266,Ramaditas,143,4,73,70,20,94,29,72,30010266,143,Comunidad,5,,15,25.1226844447,-111.956564166,./1.png
-111.809697221849,24.831299999995,"56",30010270,3,Baja California Sur,"001",Comondú,"0270",San Agustín,"2","5",*,*,*,*,*,"1","30010270","2",55,Point ZM,30010270,3,Baja California Sur,1,Comondú,270,San Agustín,2,5,0,0,0,0,0,1,30010270,2,Rancho,5,,18,24.8313,-111.809697222,./0.png
-111.779347778277,25.7975011111874,"57",30010271,3,Baja California Sur,"001",Comondú,"0271",San Andrés,"1","5",*,*,*,*,*,"1","30010271","1",56,Point ZM,30010271,3,Baja California Sur,1,Comondú,271,San Andrés,1,5,0,0,0,0,0,1,30010271,1,Rancho,10,,7,25.7975011112,-111.779347778,./0.png
-111.242733888558,25.213448333374,"58",30010282,3,Baja California Sur,"001",Comondú,"0282",San Eulogio,"8","5",*,*,*,*,*,"2","30010282","8",57,Point ZM,30010282,3,Baja California Sur,1,Comondú,282,San Eulogio,8,5,0,0,0,0,0,2,30010282,8,Rancho,7,,15,25.2134483334,-111.242733889,./0.png
-112.041789444128,26.2042474997224,"59",30010291,3,Baja California Sur,"001",Comondú,"0291",San Isidro,"349","4","171","178","83","198","68","188","30010291","349",58,Point ZM,30010291,3,Baja California Sur,1,Comondú,291,San Isidro,349,4,171,178,83,198,68,188,30010291,349,Comunidad,10,,7,26.2042474997,-112.041789444,./1.png
-111.823695833196,26.0587666670481,"60",30010293,3,Baja California Sur,"001",Comondú,"0293",San José de Comondú,"73","3","43","30","15","39","19","64","30010293","73",59,Point ZM,30010293,3,Baja California Sur,1,Comondú,293,San José de Comondú,73,3,43,30,15,39,19,64,30010293,73,Pueblo,10,Localidad sustentable,7,26.058766667,-111.823695833,./2.png
-112.163224167062,26.3846100002514,"61",30010294,3,Baja California Sur,"001",Comondú,"0294",San José de Guajademí,"9","5","5","4","0","5","4","7","30010294","9",60,Point ZM,30010294,3,Baja California Sur,1,Comondú,294,San José de Guajademí,9,5,5,4,0,5,4,7,30010294,9,Rancho,10,,6,26.3846100003,-112.163224167,./0.png
-111.114400833132,25.4056805557131,"62",30010295,3,Baja California Sur,"001",Comondú,"0295",San José de la Noria,"61","4","27","34","32","28","1","18","30010295","61",61,Point ZM,30010295,3,Baja California Sur,1,Comondú,295,San José de la Noria,61,4,27,34,32,28,1,18,30010295,61,Comunidad,7,,15,25.4056805557,-111.114400833,./1.png
-111.440768055601,25.4997180548444,"63",30010316,3,Baja California Sur,"001",Comondú,"0316",San Mateo Uno,"4","5",*,*,*,*,*,"2","30010316","4",62,Point ZM,30010316,3,Baja California Sur,1,Comondú,316,San Mateo Uno,4,5,0,0,0,0,0,2,30010316,4,Rancho,7,,13,25.4997180548,-111.440768056,./0.png
-111.834654721638,26.0381127775826,"64",30010319,3,Baja California Sur,"001",Comondú,"0319",San Miguel de Comondú,"132","3","58","74","24","85","23","67","30010319","132",63,Point ZM,30010319,3,Baja California Sur,1,Comondú,319,San Miguel de Comondú,132,3,58,74,24,85,23,67,30010319,132,Pueblo,10,Localidad sustentable,7,26.0381127776,-111.834654722,./2.png
-111.275293610312,25.2830722220055,"65",30010325,3,Baja California Sur,"001",Comondú,"0325",San Ramón,"3","5",*,*,*,*,*,"1","30010325","3",64,Point ZM,30010325,3,Baja California Sur,1,Comondú,325,San Ramón,3,5,0,0,0,0,0,1,30010325,3,Rancho,7,,15,25.283072222,-111.27529361,./0.png
-111.918331666573,25.4892366659394,"66",30010335,3,Baja California Sur,"001",Comondú,"0335",Santo Domingo,"689","4","319","370","140","462","87","283","30010335","689",65,Point ZM,30010335,3,Baja California Sur,1,Comondú,335,Santo Domingo,689,4,319,370,140,462,87,283,30010335,689,Comunidad,5,,13,25.4892366659,-111.918331667,./1.png
-111.233896944189,25.3832550000183,"67",30010336,3,Baja California Sur,"001",Comondú,"0336",Santo Tomás,"4","5",*,*,*,*,*,"2","30010336","4",66,Point ZM,30010336,3,Baja California Sur,1,Comondú,336,Santo Tomás,4,5,0,0,0,0,0,2,30010336,4,Rancho,7,,15,25.383255,-111.233896944,./0.png
-111.538090278144,25.5792000005796,"68",30010349,3,Baja California Sur,"001",Comondú,"0349",Siempre Viva,"4","5",*,*,*,*,*,"1","30010349","4",67,Point ZM,30010349,3,Baja California Sur,1,Comondú,349,Siempre Viva,4,5,0,0,0,0,0,1,30010349,4,Rancho,7,,13,25.5792000006,-111.538090278,./0.png
-111.91246472157,25.1570080562768,"69",30010355,3,Baja California Sur,"001",Comondú,"0355",Teotlán,"3","5",*,*,*,*,*,"2","30010355","3",68,Point ZM,30010355,3,Baja California Sur,1,Comondú,355,Teotlán,3,5,0,0,0,0,0,2,30010355,3,Rancho,5,,15,25.1570080563,-111.912464722,./0.png
-111.17303305663,25.4049544439924,"70",30010366,3,Baja California Sur,"001",Comondú,"0366",El Tulillo,"5","5",*,*,*,*,*,"1","30010366","5",69,Point ZM,30010366,3,Baja California Sur,1,Comondú,366,El Tulillo,5,5,0,0,0,0,0,1,30010366,5,Rancho,7,,15,25.404954444,-111.173033057,./0.png
-111.933769167113,25.1478361108479,"71",30010379,3,Baja California Sur,"001",Comondú,"0379",Villa Hidalgo,"277","4","142","135","73","169","35","113","30010379","277",70,Point ZM,30010379,3,Baja California Sur,1,Comondú,379,Villa Hidalgo,277,4,142,135,73,169,35,113,30010379,277,Comunidad,5,,15,25.1478361108,-111.933769167,./1.png
-111.629828611002,24.9296788890695,"72",30010380,3,Baja California Sur,"001",Comondú,"0380",Villa Morelos,"1189","2","613","576","310","759","120","444","30010380","1189",71,Point ZM,30010380,3,Baja California Sur,1,Comondú,380,Villa Morelos,1189,2,613,576,310,759,120,444,30010380,1189,Asentamientos periurbanos,5,Localidad sustentable,18,24.9296788891,-111.629828611,./3.png
-111.836488611061,26.1009472218368,"73",30010382,3,Baja California Sur,"001",Comondú,"0382",La Vinatería,"5","5",*,*,*,*,*,"1","30010382","5",72,Point ZM,30010382,3,Baja California Sur,1,Comondú,382,La Vinatería,5,5,0,0,0,0,0,1,30010382,5,Rancho,10,,7,26.1009472218,-111.836488611,./0.png
-111.84292138971,25.3970452780172,"74",30010387,3,Baja California Sur,"001",Comondú,"0387",Villa Ignacio Zaragoza,"1304","2","638","666","326","853","125","483","30010387","1304",73,Point ZM,30010387,3,Baja California Sur,1,Comondú,387,Villa Ignacio Zaragoza,1304,2,638,666,326,853,125,483,30010387,1304,Asentamientos periurbanos,5,Localidad sustentable,13,25.397045278,-111.84292139,./3.png
-111.639808888669,25.3373700001255,"75",30010390,3,Baja California Sur,"001",Comondú,"0390",Ley Federal de Aguas Número Uno,"488","4","234","254","147","300","41","190","30010390","488",74,Point ZM,30010390,3,Baja California Sur,1,Comondú,390,Ley Federal de Aguas Número Uno,488,4,234,254,147,300,41,190,30010390,488,Comunidad,5,,13,25.3373700001,-111.639808889,./1.png
-111.628761388227,25.2582108336631,"76",30010391,3,Baja California Sur,"001",Comondú,"0391",Ley Federal de Aguas Número Dos,"280","4","141","139","58","174","48","133","30010391","280",75,Point ZM,30010391,3,Baja California Sur,1,Comondú,391,Ley Federal de Aguas Número Dos,280,4,141,139,58,174,48,133,30010391,280,Comunidad,5,,13,25.2582108337,-111.628761388,./1.png
-111.563187222312,25.2510674997653,"77",30010392,3,Baja California Sur,"001",Comondú,"0392",Ley Federal de Aguas Número Tres,"189","4","92","97","52","107","30","93","30010392","189",76,Point ZM,30010392,3,Baja California Sur,1,Comondú,392,Ley Federal de Aguas Número Tres,189,4,92,97,52,107,30,93,30010392,189,Comunidad,7,,15,25.2510674998,-111.563187222,./1.png
-111.562390277289,25.2038780557277,"78",30010393,3,Baja California Sur,"001",Comondú,"0393",Ley Federal de Aguas Número Cuatro,"275","4","125","150","58","157","60","134","30010393","275",77,Point ZM,30010393,3,Baja California Sur,1,Comondú,393,Ley Federal de Aguas Número Cuatro,275,4,125,150,58,157,60,134,30010393,275,Comunidad,5,,15,25.2038780557,-111.562390277,./1.png
-111.530237777551,25.0966733334076,"79",30010394,3,Baja California Sur,"001",Comondú,"0394",Ley Federal de Aguas Número Cinco,"275","4","127","148","51","173","51","116","30010394","275",78,Point ZM,30010394,3,Baja California Sur,1,Comondú,394,Ley Federal de Aguas Número Cinco,275,4,127,148,51,173,51,116,30010394,275,Comunidad,5,,15,25.0966733334,-111.530237778,./1.png
-111.833580000317,25.0012686102582,"80",30010397,3,Baja California Sur,"001",Comondú,"0397",Josefa Ortiz de Domínguez,"160","4","80","80","40","105","15","71","30010397","160",79,Point ZM,30010397,3,Baja California Sur,1,Comondú,397,Josefa Ortiz de Domínguez,160,4,80,80,40,105,15,71,30010397,160,Comunidad,5,,18,25.0012686103,-111.83358,./1.png
