X,Y,fid,CLAVE,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,POBTOT,Clasifica,POBFEM,POBMAS,POB0_14,POB15_64,POB65_MAS,VIVTOT,CVEGEO_L,Pob_001,FID_1,Shape__,CLAVE_1,ENTIDAD_1,NOM_ENT_1,MUN_1,NOM_MUN_1,LOC_1,NOM_LOC_1,POBTOT_1,Clasific_1,POBFEM_1,POBMAS_1,POB0_14_15,POB15_6_65,POB65_MA_1,VIVTOT_1,CVEGEO_L_1,Pob_0012,Tipo_A,REGION,Sistema_C,UGA,LATITUD,LONGITUD,icon_url
-110.224615000182,23.9283336105078,"1424",30031860,3,Baja California Sur,"003",La Paz,"1860",El Novillo,"5","5",*,*,*,*,*,"1","30031860","5",1425,Point ZM,30031860,3,Baja California Sur,3,La Paz,1860,El Novillo,5,5,0,0,0,0,0,1,30031860,5,Rancho,2,,41,23.9283336105,-110.224615,./0.png
-110.351772778391,24.0794138893394,"1425",30031861,3,Baja California Sur,"003",La Paz,"1861",Olas Altas,"2","5",*,*,*,*,*,"1","30031861","2",1426,Point ZM,30031861,3,Baja California Sur,3,La Paz,1861,Olas Altas,2,5,0,0,0,0,0,1,30031861,2,Rancho,2,,41,24.0794138893,-110.351772778,./0.png
-110.253143332799,24.1453747223656,"1426",30031862,3,Baja California Sur,"003",La Paz,"1862",El Orégano,"6","5",*,*,*,*,*,"1","30031862","6",1427,Point ZM,30031862,3,Baja California Sur,3,La Paz,1862,El Orégano,6,5,0,0,0,0,0,1,30031862,6,Rancho,2,,41,24.1453747224,-110.253143333,./0.png
-110.104019167551,23.7361597217938,"1427",30031863,3,Baja California Sur,"003",La Paz,"1863",El Otro Arroyo,"3","5",*,*,*,*,*,"1","30031863","3",1428,Point ZM,30031863,3,Baja California Sur,3,La Paz,1863,El Otro Arroyo,3,5,0,0,0,0,0,1,30031863,3,Rancho,14,,34,23.7361597218,-110.104019168,./0.png
-110.229205277502,23.9303275001141,"1428",30031867,3,Baja California Sur,"003",La Paz,"1867",Las Palmas,"2","5",*,*,*,*,*,"2","30031867","2",1429,Point ZM,30031867,3,Baja California Sur,3,La Paz,1867,Las Palmas,2,5,0,0,0,0,0,2,30031867,2,Rancho,2,,41,23.9303275001,-110.229205278,./0.png
-110.370620833684,24.0681836106852,"1429",30031869,3,Baja California Sur,"003",La Paz,"1869",Las Palmas,"2","5",*,*,*,*,*,"1","30031869","2",1430,Point ZM,30031869,3,Baja California Sur,3,La Paz,1869,Las Palmas,2,5,0,0,0,0,0,1,30031869,2,Rancho,2,,41,24.0681836107,-110.370620834,./0.png
-109.961430278485,23.1706658330617,"1430",30031870,3,Baja California Sur,"003",La Paz,"1870",La Palmilla,"3","5",*,*,*,*,*,"1","30031870","3",1431,Point ZM,30031870,3,Baja California Sur,3,La Paz,1870,La Palmilla,3,5,0,0,0,0,0,1,30031870,3,Rancho,13,,38,23.1706658331,-109.961430278,./0.png
-110.041686666407,23.6636091667297,"1431",30031871,3,Baja California Sur,"003",La Paz,"1871",La Palmilla,"8","5",*,*,*,*,*,"2","30031871","8",1432,Point ZM,30031871,3,Baja California Sur,3,La Paz,1871,La Palmilla,8,5,0,0,0,0,0,2,30031871,8,Rancho,14,,35,23.6636091667,-110.041686666,./0.png
-111.022876943616,24.9217449998319,"1432",30031873,3,Baja California Sur,"003",La Paz,"1873",San José,"5","5",*,*,*,*,*,"1","30031873","5",1433,Point ZM,30031873,3,Baja California Sur,3,La Paz,1873,San José,5,5,0,0,0,0,0,1,30031873,5,Rancho,2,,21,24.9217449998,-111.022876944,./0.png
-110.343676388854,24.0575005560059,"1433",30031876,3,Baja California Sur,"003",La Paz,"1876",Las Dos Palomas,"13","5",*,*,*,*,*,"1","30031876","13",1434,Point ZM,30031876,3,Baja California Sur,3,La Paz,1876,Las Dos Palomas,13,5,0,0,0,0,0,1,30031876,13,Rancho,2,,41,24.057500556,-110.343676389,./0.png
-110.965328333036,24.8438988894222,"1434",30031879,3,Baja California Sur,"003",La Paz,"1879",El Paraje,"9","5",*,*,*,*,*,"2","30031879","9",1435,Point ZM,30031879,3,Baja California Sur,3,La Paz,1879,El Paraje,9,5,0,0,0,0,0,2,30031879,9,Rancho,2,,21,24.8438988894,-110.965328333,./0.png
-110.275833333242,23.4969388884191,"1435",30031882,3,Baja California Sur,"003",La Paz,"1882",La Pastora,"1","5",*,*,*,*,*,"1","30031882","1",1436,Point ZM,30031882,3,Baja California Sur,3,La Paz,1882,La Pastora,1,5,0,0,0,0,0,1,30031882,1,Rancho,13,,32,23.4969388884,-110.275833333,./0.png
-109.711610556182,23.7632580559146,"1436",30031884,3,Baja California Sur,"003",La Paz,"1884",El Pescadero,"10","5","4","6","0","6","4","10","30031884","10",1437,Point ZM,30031884,3,Baja California Sur,3,La Paz,1884,El Pescadero,10,5,4,6,0,6,4,10,30031884,10,Rancho,3,,54,23.7632580559,-109.711610556,./0.png
-110.096158888722,23.905302777801,"1437",30031885,3,Baja California Sur,"003",La Paz,"1885",La Piedra Larga,"11","5","4","7","3","7","1","3","30031885","11",1438,Point ZM,30031885,3,Baja California Sur,3,La Paz,1885,La Piedra Larga,11,5,4,7,3,7,1,3,30031885,11,Rancho,11,,41,23.9053027778,-110.096158889,./0.png
-110.965160278524,24.3816750002012,"1438",30031888,3,Baja California Sur,"003",La Paz,"1888",El Plan del Paso,"2","5",*,*,*,*,*,"1","30031888","2",1439,Point ZM,30031888,3,Baja California Sur,3,La Paz,1888,El Plan del Paso,2,5,0,0,0,0,0,1,30031888,2,Rancho,13,,22,24.3816750002,-110.965160279,./0.png
-110.842979166855,24.8126577779341,"1439",30031898,3,Baja California Sur,"003",La Paz,"1898",Los Queleles,"10","5","5","5","1","9","0","3","30031898","10",1440,Point ZM,30031898,3,Baja California Sur,3,La Paz,1898,Los Queleles,10,5,5,5,1,9,0,3,30031898,10,Rancho,2,,21,24.8126577779,-110.842979167,./0.png
-110.331920278398,24.0794569443825,"1440",30031904,3,Baja California Sur,"003",La Paz,"1904",El Calandrio,"5","5",*,*,*,*,*,"2","30031904","5",1441,Point ZM,30031904,3,Baja California Sur,3,La Paz,1904,El Calandrio,5,5,0,0,0,0,0,2,30031904,5,Rancho,2,,41,24.0794569444,-110.331920278,./0.png
-110.367826389176,24.0267025000204,"1441",30031908,3,Baja California Sur,"003",La Paz,"1908",El Mayela,"16","5",*,*,*,*,*,"6","30031908","16",1442,Point ZM,30031908,3,Baja California Sur,3,La Paz,1908,El Mayela,16,5,0,0,0,0,0,6,30031908,16,Rancho,2,,41,24.0267025,-110.367826389,./0.png
-110.253580278307,23.6401105561573,"1442",30031909,3,Baja California Sur,"003",La Paz,"1909",El Capricho,"2","5",*,*,*,*,*,"1","30031909","2",1443,Point ZM,30031909,3,Baja California Sur,3,La Paz,1909,El Capricho,2,5,0,0,0,0,0,1,30031909,2,Rancho,13,,29,23.6401105562,-110.253580278,./0.png
-110.240065555281,23.7849788893643,"1443",30031910,3,Baja California Sur,"003",La Paz,"1910",San Alfonso,"2","5",*,*,*,*,*,"1","30031910","2",1444,Point ZM,30031910,3,Baja California Sur,3,La Paz,1910,San Alfonso,2,5,0,0,0,0,0,1,30031910,2,Rancho,2,,34,23.7849788894,-110.240065555,./0.png
-110.114114722117,23.7748686110976,"1444",30031912,3,Baja California Sur,"003",La Paz,"1912",La Rastrita,"5","5",*,*,*,*,*,"1","30031912","5",1445,Point ZM,30031912,3,Baja California Sur,3,La Paz,1912,La Rastrita,5,5,0,0,0,0,0,1,30031912,5,Rancho,14,,34,23.7748686111,-110.114114722,./0.png
-111.089714443866,24.3794063883942,"1445",30031914,3,Baja California Sur,"003",La Paz,"1914",Miriam [Restaurante],"8","5",*,*,*,*,*,"1","30031914","8",1446,Point ZM,30031914,3,Baja California Sur,3,La Paz,1914,Miriam [Restaurante],8,5,0,0,0,0,0,1,30031914,8,Rancho,13,,22,24.3794063884,-111.089714444,./0.png
-110.211884722502,23.9067277778647,"1446",30031918,3,Baja California Sur,"003",La Paz,"1918",El Rodeíto,"1","5",*,*,*,*,*,"1","30031918","1",1447,Point ZM,30031918,3,Baja California Sur,3,La Paz,1918,El Rodeíto,1,5,0,0,0,0,0,1,30031918,1,Rancho,2,,41,23.9067277779,-110.211884723,./0.png
-110.311017499758,23.9205813897194,"1447",30031920,3,Baja California Sur,"003",La Paz,"1920",El Sacrificio,"1","5",*,*,*,*,*,"1","30031920","1",1448,Point ZM,30031920,3,Baja California Sur,3,La Paz,1920,El Sacrificio,1,5,0,0,0,0,0,1,30031920,1,Rancho,2,,41,23.9205813897,-110.3110175,./0.png
-111.047850278667,24.4882213891059,"1448",30031922,3,Baja California Sur,"003",La Paz,"1922",El Sacrificio,"3","5",*,*,*,*,*,"1","30031922","3",1449,Point ZM,30031922,3,Baja California Sur,3,La Paz,1922,El Sacrificio,3,5,0,0,0,0,0,1,30031922,3,Rancho,13,,21,24.4882213891,-111.047850279,./0.png
-110.921915000177,24.1609922222134,"1449",30031926,3,Baja California Sur,"003",La Paz,"1926",San Agustín,"3","5",*,*,*,*,*,"1","30031926","3",1450,Point ZM,30031926,3,Baja California Sur,3,La Paz,1926,San Agustín,3,5,0,0,0,0,0,1,30031926,3,Rancho,13,,27,24.1609922222,-110.921915,./0.png
-111.031966666728,24.740411110984,"1450",30031927,3,Baja California Sur,"003",La Paz,"1927",San Antonio,"24","4","14","10","6","17","1","7","30031927","24",1451,Point ZM,30031927,3,Baja California Sur,3,La Paz,1927,San Antonio,24,4,14,10,6,17,1,7,30031927,24,Comunidad,2,,21,24.740411111,-111.031966667,./1.png
-110.350366388898,24.1001847221473,"1451",30031928,3,Baja California Sur,"003",La Paz,"1928",San Cristóbal,"7","5",*,*,*,*,*,"3","30031928","7",1452,Point ZM,30031928,3,Baja California Sur,3,La Paz,1928,San Cristóbal,7,5,0,0,0,0,0,3,30031928,7,Rancho,2,,41,24.1001847221,-110.350366389,./0.png
-110.305409167399,23.7728883336297,"1452",30031934,3,Baja California Sur,"003",La Paz,"1934",San José,"13","5","6","7","3","9","1","6","30031934","13",1453,Point ZM,30031934,3,Baja California Sur,3,La Paz,1934,San José,13,5,6,7,3,9,1,6,30031934,13,Rancho,14,,29,23.7728883336,-110.305409167,./0.png
-111.199596110672,24.3210297225437,"1453",30031935,3,Baja California Sur,"003",La Paz,"1935",San José del Parral,"3","5",*,*,*,*,*,"1","30031935","3",1454,Point ZM,30031935,3,Baja California Sur,3,La Paz,1935,San José del Parral,3,5,0,0,0,0,0,1,30031935,3,Rancho,13,,22,24.3210297225,-111.199596111,./0.png
-110.990136388883,24.4595894446971,"1454",30031939,3,Baja California Sur,"003",La Paz,"1939",San Juanito,"5","5",*,*,*,*,*,"2","30031939","5",1455,Point ZM,30031939,3,Baja California Sur,3,La Paz,1939,San Juanito,5,5,0,0,0,0,0,2,30031939,5,Rancho,13,,21,24.4595894447,-110.990136389,./0.png
-111.144717500013,24.7964058333626,"1455",30031942,3,Baja California Sur,"003",La Paz,"1942",San Martín de la Redención,"6","5",*,*,*,*,*,"2","30031942","6",1456,Point ZM,30031942,3,Baja California Sur,3,La Paz,1942,San Martín de la Redención,6,5,0,0,0,0,0,2,30031942,6,Rancho,2,,23,24.7964058334,-111.1447175,./0.png
-110.324967777941,24.1042772220162,"1456",30031944,3,Baja California Sur,"003",La Paz,"1944",San Patricio,"14","5","8","6","0","10","4","7","30031944","14",1457,Point ZM,30031944,3,Baja California Sur,3,La Paz,1944,San Patricio,14,5,8,6,0,10,4,7,30031944,14,Rancho,2,,41,24.104277222,-110.324967778,./0.png
-110.034866943654,23.6525805556482,"1457",30031951,3,Baja California Sur,"003",La Paz,"1951",San Simón,"4","5",*,*,*,*,*,"2","30031951","4",1458,Point ZM,30031951,3,Baja California Sur,3,La Paz,1951,San Simón,4,5,0,0,0,0,0,2,30031951,4,Rancho,14,,35,23.6525805556,-110.034866944,./0.png
-110.252398611407,24.2692672214051,"1458",30031957,3,Baja California Sur,"003",La Paz,"1957",Tiluya,"2","5",*,*,*,*,*,"1","30031957","2",1459,Point ZM,30031957,3,Baja California Sur,3,La Paz,1957,Tiluya,2,5,0,0,0,0,0,1,30031957,2,Rancho,2,,41,24.2692672214,-110.252398611,./0.png
-110.245276943976,24.2486127779573,"1459",30031958,3,Baja California Sur,"003",La Paz,"1958",Santa María,"2","5",*,*,*,*,*,"1","30031958","2",1460,Point ZM,30031958,3,Baja California Sur,3,La Paz,1958,Santa María,2,5,0,0,0,0,0,1,30031958,2,Rancho,2,,41,24.248612778,-110.245276944,./0.png
-110.820932500035,23.9601161111697,"1460",30031961,3,Baja California Sur,"003",La Paz,"1961",Santa Mónica,"1","5",*,*,*,*,*,"2","30031961","1",1461,Point ZM,30031961,3,Baja California Sur,3,La Paz,1961,Santa Mónica,1,5,0,0,0,0,0,2,30031961,1,Rancho,13,,28,23.9601161112,-110.8209325,./0.png
-110.963262221574,24.4852791670999,"1461",30031962,3,Baja California Sur,"003",La Paz,"1962",Santa Teresa,"7","5",*,*,*,*,*,"2","30031962","7",1462,Point ZM,30031962,3,Baja California Sur,3,La Paz,1962,Santa Teresa,7,5,0,0,0,0,0,2,30031962,7,Rancho,13,,21,24.4852791671,-110.963262222,./0.png
-109.904241110739,23.9599680557811,"1462",30031963,3,Baja California Sur,"003",La Paz,"1963",Santa Teresa,"5","5",*,*,*,*,*,"1","30031963","5",1463,Point ZM,30031963,3,Baja California Sur,3,La Paz,1963,Santa Teresa,5,5,0,0,0,0,0,1,30031963,5,Rancho,11,,41,23.9599680558,-109.904241111,./0.png
-109.945211388495,23.9240369447493,"1463",30031976,3,Baja California Sur,"003",La Paz,"1976",La Pimientilla,"8","5",*,*,*,*,*,"2","30031976","8",1464,Point ZM,30031976,3,Baja California Sur,3,La Paz,1976,La Pimientilla,8,5,0,0,0,0,0,2,30031976,8,Rancho,11,,41,23.9240369447,-109.945211388,./0.png
-110.828321944202,24.8147974998048,"1464",30031979,3,Baja California Sur,"003",La Paz,"1979",Las Tunitas,"9","5","6","3","3","5","1","4","30031979","9",1465,Point ZM,30031979,3,Baja California Sur,3,La Paz,1979,Las Tunitas,9,5,6,3,3,5,1,4,30031979,9,Rancho,2,,21,24.8147974998,-110.828321944,./0.png
-109.979014443662,23.1863213895206,"1465",30031982,3,Baja California Sur,"003",La Paz,"1982",Las Uvas,"3","5",*,*,*,*,*,"2","30031982","3",1466,Point ZM,30031982,3,Baja California Sur,3,La Paz,1982,Las Uvas,3,5,0,0,0,0,0,2,30031982,3,Rancho,13,,38,23.1863213895,-109.979014444,./0.png
-110.070972777671,23.9125749998364,"1466",30031984,3,Baja California Sur,"003",La Paz,"1984",El Venero,"1","5",*,*,*,*,*,"1","30031984","1",1467,Point ZM,30031984,3,Baja California Sur,3,La Paz,1984,El Venero,1,5,0,0,0,0,0,1,30031984,1,Rancho,11,,41,23.9125749998,-110.070972778,./0.png
-111.035254722128,24.5534050001407,"1467",30031986,3,Baja California Sur,"003",La Paz,"1986",Las Veredas,"3","5",*,*,*,*,*,"2","30031986","3",1468,Point ZM,30031986,3,Baja California Sur,3,La Paz,1986,Las Veredas,3,5,0,0,0,0,0,2,30031986,3,Rancho,13,,22,24.5534050001,-111.035254722,./0.png
-110.139574166814,24.2348650001197,"1468",30031989,3,Baja California Sur,"003",La Paz,"1989",Vista Cerralvo,"1","5",*,*,*,*,*,"1","30031989","1",1469,Point ZM,30031989,3,Baja California Sur,3,La Paz,1989,Vista Cerralvo,1,5,0,0,0,0,0,1,30031989,1,Rancho,2,,41,24.2348650001,-110.139574167,./0.png
-110.962896389057,24.4821363890832,"1469",30031999,3,Baja California Sur,"003",La Paz,"1999",San Isidro,"11","5","4","7","2","7","2","5","30031999","11",1470,Point ZM,30031999,3,Baja California Sur,3,La Paz,1999,San Isidro,11,5,4,7,2,7,2,5,30031999,11,Rancho,13,,21,24.4821363891,-110.962896389,./0.png
-110.149707500101,23.8872600006486,"1470",30032000,3,Baja California Sur,"003",La Paz,"2000",Las Palomas (San Blás),"2","5",*,*,*,*,*,"1","30032000","2",1471,Point ZM,30032000,3,Baja California Sur,3,La Paz,2000,Las Palomas (San Blás),2,5,0,0,0,0,0,1,30032000,2,Rancho,2,,41,23.8872600006,-110.1497075,./0.png
-110.667493889431,25.0512308332364,"1471",30032005,3,Baja California Sur,"003",La Paz,"2005",La Palma Sola,"4","5",*,*,*,*,*,"3","30032005","4",1472,Point ZM,30032005,3,Baja California Sur,3,La Paz,2005,La Palma Sola,4,5,0,0,0,0,0,3,30032005,4,Rancho,2,,0,25.0512308332,-110.667493889,./0.png
-111.521190556399,24.4051272219438,"1472",30032007,3,Baja California Sur,"003",La Paz,"2007",Puerto Dátil,"34","4","17","17","9","23","2","14","30032007","34",1473,Point ZM,30032007,3,Baja California Sur,3,La Paz,2007,Puerto Dátil,34,4,17,17,9,23,2,14,30032007,34,Comunidad,1,,24,24.4051272219,-111.521190556,./1.png
-110.80501388918,24.8385347220998,"1473",30032012,3,Baja California Sur,"003",La Paz,"2012",Rancho Nuevo,"5","5",*,*,*,*,*,"1","30032012","5",1474,Point ZM,30032012,3,Baja California Sur,3,La Paz,2012,Rancho Nuevo,5,5,0,0,0,0,0,1,30032012,5,Rancho,2,,21,24.8385347221,-110.805013889,./0.png
-111.221889444442,24.6521455560726,"1474",30032013,3,Baja California Sur,"003",La Paz,"2013",Los Arbolitos,"10","5",*,*,*,*,*,"2","30032013","10",1475,Point ZM,30032013,3,Baja California Sur,3,La Paz,2013,Los Arbolitos,10,5,0,0,0,0,0,2,30032013,10,Rancho,13,,23,24.6521455561,-111.221889444,./0.png
-110.263330833151,24.1936133334886,"1475",30032019,3,Baja California Sur,"003",La Paz,"2019",Las Golondrinas,"1","5",*,*,*,*,*,"3","30032019","1",1476,Point ZM,30032019,3,Baja California Sur,3,La Paz,2019,Las Golondrinas,1,5,0,0,0,0,0,3,30032019,1,Rancho,2,,41,24.1936133335,-110.263330833,./0.png
-110.169376111219,23.9801899999686,"1476",30032021,3,Baja California Sur,"003",La Paz,"2021",San Isidro,"2","5",*,*,*,*,*,"1","30032021","2",1477,Point ZM,30032021,3,Baja California Sur,3,La Paz,2021,San Isidro,2,5,0,0,0,0,0,1,30032021,2,Rancho,2,,41,23.98019,-110.169376111,./0.png
-110.073493056659,23.9491830548541,"1477",30032023,3,Baja California Sur,"003",La Paz,"2023",El Capiro,"5","5",*,*,*,*,*,"2","30032023","5",1478,Point ZM,30032023,3,Baja California Sur,3,La Paz,2023,El Capiro,5,5,0,0,0,0,0,2,30032023,5,Rancho,11,,41,23.9491830549,-110.073493057,./0.png
-109.935007221906,23.982042222071,"1478",30032024,3,Baja California Sur,"003",La Paz,"2024",El Carmen,"13","5","6","7","0","8","5","5","30032024","13",1479,Point ZM,30032024,3,Baja California Sur,3,La Paz,2024,El Carmen,13,5,6,7,0,8,5,5,30032024,13,Rancho,11,,41,23.9820422221,-109.935007222,./0.png
-109.910135833102,23.9679966670126,"1479",30032025,3,Baja California Sur,"003",La Paz,"2025",El Cinco,"6","5",*,*,*,*,*,"1","30032025","6",1480,Point ZM,30032025,3,Baja California Sur,3,La Paz,2025,El Cinco,6,5,0,0,0,0,0,1,30032025,6,Rancho,11,,41,23.967996667,-109.910135833,./0.png
-110.281551667076,23.7181511116845,"1480",30032032,3,Baja California Sur,"003",La Paz,"2032",El Cachanilla,"328","4","57","271","24","304","0","47","30032032","328",1481,Point ZM,30032032,3,Baja California Sur,3,La Paz,2032,El Cachanilla,328,4,57,271,24,304,0,47,30032032,328,Comunidad,14,,29,23.7181511117,-110.281551667,./1.png
-110.252605278311,23.7607105562472,"1481",30032033,3,Baja California Sur,"003",La Paz,"2033",El Albatros,"1","5",*,*,*,*,*,"1","30032033","1",1482,Point ZM,30032033,3,Baja California Sur,3,La Paz,2033,El Albatros,1,5,0,0,0,0,0,1,30032033,1,Rancho,14,,29,23.7607105562,-110.252605278,./0.png
-110.286563055541,23.7593458332437,"1482",30032034,3,Baja California Sur,"003",La Paz,"2034",Palo Verde,"2","5",*,*,*,*,*,"1","30032034","2",1483,Point ZM,30032034,3,Baja California Sur,3,La Paz,2034,Palo Verde,2,5,0,0,0,0,0,1,30032034,2,Rancho,14,,29,23.7593458332,-110.286563056,./0.png
-110.343438888694,24.0984141665806,"1483",30032051,3,Baja California Sur,"003",La Paz,"2051",Los Guayabos,"10","5",*,*,*,*,*,"2","30032051","10",1484,Point ZM,30032051,3,Baja California Sur,3,La Paz,2051,Los Guayabos,10,5,0,0,0,0,0,2,30032051,10,Rancho,2,,41,24.0984141666,-110.343438889,./0.png
-110.879503333112,24.8168583340449,"1484",30032052,3,Baja California Sur,"003",La Paz,"2052",Las Cuevas,"3","5",*,*,*,*,*,"1","30032052","3",1485,Point ZM,30032052,3,Baja California Sur,3,La Paz,2052,Las Cuevas,3,5,0,0,0,0,0,1,30032052,3,Rancho,2,,21,24.816858334,-110.879503333,./0.png
-111.155517221942,24.7372697224198,"1485",30032053,3,Baja California Sur,"003",La Paz,"2053",El Orgullo,"7","5",*,*,*,*,*,"3","30032053","7",1486,Point ZM,30032053,3,Baja California Sur,3,La Paz,2053,El Orgullo,7,5,0,0,0,0,0,3,30032053,7,Rancho,13,,23,24.7372697224,-111.155517222,./0.png
-111.066040277537,24.6130474995425,"1486",30032054,3,Baja California Sur,"003",La Paz,"2054",Las Golondrinas,"7","5",*,*,*,*,*,"2","30032054","7",1487,Point ZM,30032054,3,Baja California Sur,3,La Paz,2054,Las Golondrinas,7,5,0,0,0,0,0,2,30032054,7,Rancho,13,,22,24.6130474995,-111.066040278,./0.png
-111.141890833695,24.5500258335255,"1487",30032055,3,Baja California Sur,"003",La Paz,"2055",El Escondido,"2","5",*,*,*,*,*,"1","30032055","2",1488,Point ZM,30032055,3,Baja California Sur,3,La Paz,2055,El Escondido,2,5,0,0,0,0,0,1,30032055,2,Rancho,13,,22,24.5500258335,-111.141890834,./0.png
-110.236544443271,24.3185044442248,"1488",30032057,3,Baja California Sur,"003",La Paz,"2057",Punta Coyote,"3","5",*,*,*,*,*,"2","30032057","3",1489,Point ZM,30032057,3,Baja California Sur,3,La Paz,2057,Punta Coyote,3,5,0,0,0,0,0,2,30032057,3,Rancho,2,,41,24.3185044442,-110.236544443,./0.png
-110.591290277424,24.2206805555632,"1489",30032059,3,Baja California Sur,"003",La Paz,"2059",El Cajón de los Reyes,"5","5",*,*,*,*,*,"3","30032059","5",1490,Point ZM,30032059,3,Baja California Sur,3,La Paz,2059,El Cajón de los Reyes,5,5,0,0,0,0,0,3,30032059,5,Rancho,2,,41,24.2206805556,-110.591290277,./0.png
-110.349623888831,24.0940416663899,"1490",30032061,3,Baja California Sur,"003",La Paz,"2061",El Cananea,"3","5",*,*,*,*,*,"1","30032061","3",1491,Point ZM,30032061,3,Baja California Sur,3,La Paz,2061,El Cananea,3,5,0,0,0,0,0,1,30032061,3,Rancho,2,,41,24.0940416664,-110.349623889,./0.png
-110.346795833061,24.0756683335268,"1491",30032063,3,Baja California Sur,"003",La Paz,"2063",Grupo 10,"2","5",*,*,*,*,*,"1","30032063","2",1492,Point ZM,30032063,3,Baja California Sur,3,La Paz,2063,Grupo 10,2,5,0,0,0,0,0,1,30032063,2,Rancho,2,,41,24.0756683335,-110.346795833,./0.png
-110.420689999544,24.0630691671085,"1492",30032065,3,Baja California Sur,"003",La Paz,"2065",Boca del Datilar,"2","5",*,*,*,*,*,"2","30032065","2",1493,Point ZM,30032065,3,Baja California Sur,3,La Paz,2065,Boca del Datilar,2,5,0,0,0,0,0,2,30032065,2,Rancho,2,,41,24.0630691671,-110.42069,./0.png
-110.399612499717,24.0189091667247,"1493",30032066,3,Baja California Sur,"003",La Paz,"2066",El Datilar,"4","5",*,*,*,*,*,"1","30032066","4",1494,Point ZM,30032066,3,Baja California Sur,3,La Paz,2066,El Datilar,4,5,0,0,0,0,0,1,30032066,4,Rancho,2,,41,24.0189091667,-110.3996125,./0.png
-110.202584722607,24.06112999945,"1494",30032079,3,Baja California Sur,"003",La Paz,"2079",El Quemado,"5","5",*,*,*,*,*,"1","30032079","5",1495,Point ZM,30032079,3,Baja California Sur,3,La Paz,2079,El Quemado,5,5,0,0,0,0,0,1,30032079,5,Rancho,2,,41,24.0611299995,-110.202584723,./0.png
-110.25923694383,23.6556188891005,"1495",30032094,3,Baja California Sur,"003",La Paz,"2094",Santa Teresa,"9","5",*,*,*,*,*,"1","30032094","9",1496,Point ZM,30032094,3,Baja California Sur,3,La Paz,2094,Santa Teresa,9,5,0,0,0,0,0,1,30032094,9,Rancho,13,,29,23.6556188891,-110.259236944,./0.png
-110.265819722202,23.6460827775981,"1496",30032095,3,Baja California Sur,"003",La Paz,"2095",San José,"1","5",*,*,*,*,*,"1","30032095","1",1497,Point ZM,30032095,3,Baja California Sur,3,La Paz,2095,San José,1,5,0,0,0,0,0,1,30032095,1,Rancho,13,,29,23.6460827776,-110.265819722,./0.png
-110.269234722305,23.6412561116803,"1497",30032097,3,Baja California Sur,"003",La Paz,"2097",La Huerta,"6","5",*,*,*,*,*,"1","30032097","6",1498,Point ZM,30032097,3,Baja California Sur,3,La Paz,2097,La Huerta,6,5,0,0,0,0,0,1,30032097,6,Rancho,13,,29,23.6412561117,-110.269234722,./0.png
-110.264733888858,23.6410027780558,"1498",30032100,3,Baja California Sur,"003",La Paz,"2100",El Dorado,"5","5",*,*,*,*,*,"1","30032100","5",1499,Point ZM,30032100,3,Baja California Sur,3,La Paz,2100,El Dorado,5,5,0,0,0,0,0,1,30032100,5,Rancho,13,,29,23.6410027781,-110.264733889,./0.png
-110.256797778295,23.627781111709,"1499",30032101,3,Baja California Sur,"003",La Paz,"2101",El Vergel,"5","5",*,*,*,*,*,"1","30032101","5",1500,Point ZM,30032101,3,Baja California Sur,3,La Paz,2101,El Vergel,5,5,0,0,0,0,0,1,30032101,5,Rancho,13,,29,23.6277811117,-110.256797778,./0.png
-110.253803332658,23.6279805552585,"1500",30032102,3,Baja California Sur,"003",La Paz,"2102",Las Dos Palmas,"1","5",*,*,*,*,*,"1","30032102","1",1501,Point ZM,30032102,3,Baja California Sur,3,La Paz,2102,Las Dos Palmas,1,5,0,0,0,0,0,1,30032102,1,Rancho,13,,29,23.6279805553,-110.253803333,./0.png
-109.817149444491,23.7384772216465,"1501",30032107,3,Baja California Sur,"003",La Paz,"2107",El Cajón,"3","5",*,*,*,*,*,"1","30032107","3",1502,Point ZM,30032107,3,Baja California Sur,3,La Paz,2107,El Cajón,3,5,0,0,0,0,0,1,30032107,3,Rancho,3,,34,23.7384772216,-109.817149444,./0.png
-109.817148332929,23.7356555555595,"1502",30032108,3,Baja California Sur,"003",La Paz,"2108",Los Mezquites,"1","5",*,*,*,*,*,"1","30032108","1",1503,Point ZM,30032108,3,Baja California Sur,3,La Paz,2108,Los Mezquites,1,5,0,0,0,0,0,1,30032108,1,Rancho,3,,34,23.7356555556,-109.817148333,./0.png
-109.89323722202,23.7041558332251,"1503",30032109,3,Baja California Sur,"003",La Paz,"2109",El Salveal,"8","5",*,*,*,*,*,"2","30032109","8",1504,Point ZM,30032109,3,Baja California Sur,3,La Paz,2109,El Salveal,8,5,0,0,0,0,0,2,30032109,8,Rancho,3,,34,23.7041558332,-109.893237222,./0.png
-109.927896667397,23.630899444354,"1504",30032111,3,Baja California Sur,"003",La Paz,"2111",Los Nogales,"4","5",*,*,*,*,*,"2","30032111","4",1505,Point ZM,30032111,3,Baja California Sur,3,La Paz,2111,Los Nogales,4,5,0,0,0,0,0,2,30032111,4,Rancho,14,,35,23.6308994444,-109.927896667,./0.png
